graph_id,node_id,feat_ifc_type_0,feat_ifc_type_1,feat_ifc_type_2,feat_ifc_type_3,feat_ifc_type_4,feat_nominal_diameter_mm,feat_length_m,feat_elevation_m,feat_depth_from_root,feat_is_terminal,feat_betweenness_centrality,label,train_mask,val_mask,test_mask
1,33,0,1,0,0,0,0.23264387767749628,0.12486517004662503,-0.9708715556534947,9,0,0.012802275960170698,-1,False,False,False
1,34,0,1,0,0,0,0.1744829082581222,0.057641440075628575,-1.0401044700159239,10,0,0.007112375533428165,-1,False,False,False
1,35,0,0,0,1,0,0.0,0.0,-1.1439538415595674,11,1,0.0,1,False,True,False
1,36,0,1,0,0,0,0.23264387767749628,0.19343568055578353,-0.9708715556534947,9,0,0.012802275960170698,-1,False,False,False
1,37,0,1,0,0,0,0.1744829082581222,0.05423665139889035,-1.0401044700159239,10,0,0.007112375533428165,-1,False,False,False
1,38,0,0,0,1,0,0.0,0.0,-1.1439538415595674,11,1,0.0,1,False,True,False
2,0,1,0,0,0,0,0.0,0.0,5.515785613610884,0,0,0.0,-1,False,False,False
2,1,0,1,0,0,0,0.7560926024518629,1.0,-1.811900856097554,1,0,0.125,-1,False,False,False
2,2,0,0,1,0,0,0.46528775535499256,0.0,-0.8670221841098511,2,0,0.21428571428571427,-1,False,False,False
2,3,0,1,0,0,0,0.46528775535499256,0.1200459837658262,-0.9708715556534947,3,0,0.10714285714285714,-1,False,False,False
2,4,0,1,0,0,0,0.37223020428399406,0.050352791263049736,-1.0401044700159239,4,0,0.07142857142857142,-1,False,False,False
2,5,0,0,0,1,0,0.0,0.0,-1.1439538415595674,5,1,0.0,1,True,False,False
2,6,0,1,0,0,0,0.46528775535499256,0.1676919866895798,-0.9708715556534947,3,0,0.10714285714285714,-1,False,False,False
2,7,0,1,0,0,0,0.37223020428399406,0.053073172215854836,-1.0401044700159239,4,0,0.07142857142857142,-1,False,False,False
2,8,0,0,0,1,0,0.0,0.0,-1.1439538415595674,5,1,0.0,1,True,False,False
3,0,1,0,0,0,0,0.0,0.0,3.72876657766284,0,0,0.0,-1,False,False,False
3,1,0,1,0,0,0,0.37223020428399406,0.6937184218490201,1.5561188927931155,1,0,0.030303030303030304,-1,False,False,False
3,2,0,0,1,0,0,0.2908048470968704,0.0,1.209965246763022,2,0,0.058712121212121215,-1,False,False,False
3,3,0,1,0,0,0,0.2908048470968704,0.11063399048554015,1.106115875219378,3,0,0.005681818181818182,-1,False,False,False
3,4,0,1,0,0,0,0.1744829082581222,0.06405541262979564,1.0368829608569492,4,0,0.003787878787878788,-1,False,False,False
3,5,0,0,0,1,0,0.0,0.0,0.9330335893133054,5,1,0.0,1,True,False,False
3,6,0,1,0,0,0,0.26972428461023135,0.15865001852746902,1.106115875219378,3,0,0.005681818181818182,-1,False,False,False
3,7,0,1,0,0,0,0.1744829082581222,0.05443809862821998,1.0368829608569492,4,0,0.003787878787878788,-1,False,False,False
3,8,0,0,0,1,0,0.0,0.0,0.9330335893133054,5,1,0.0,1,True,False,False
3,9,0,1,0,0,0,0.2908048470968704,0.22240448014597664,1.106115875219378,3,0,0.005681818181818182,-1,False,False,False
3,10,0,1,0,0,0,0.1744829082581222,0.06862407908157905,1.0368829608569492,4,0,0.003787878787878788,-1,False,False,False
3,11,0,0,0,1,0,0.0,0.0,0.9330335893133054,5,1,0.0,1,True,False,False
3,12,0,1,0,0,0,0.2644391712743906,0.3108033259021531,0.2365643607503865,3,0,0.05965909090909091,-1,False,False,False
3,13,0,0,1,0,0,0.2908048470968704,0.0,0.17147153132658546,4,0,0.07575757575757576,-1,False,False,False
3,14,0,1,0,0,0,0.2908048470968704,0.11522817185762922,0.06762215978294188,5,0,0.00946969696969697,-1,False,False,False
3,15,0,1,0,0,0,0.1744829082581222,0.054192694551396414,-0.001610754579487283,6,0,0.005681818181818182,-1,False,False,False
3,16,0,0,0,1,0,0.0,0.0,-0.10546012612313088,7,1,0.0,1,True,False,False
3,17,0,1,0,0,0,0.2908048470968704,0.18357338313796784,0.06762215978294188,5,0,0.00946969696969697,-1,False,False,False
3,18,0,1,0,0,0,0.1744829082581222,0.04454764896117732,-0.001610754579487283,6,0,0.005681818181818182,-1,False,False,False
3,19,0,0,0,1,0,0.0,0.0,-0.10546012612313088,7,1,0.0,1,True,False,False
3,20,0,1,0,0,0,0.2908048470968704,0.24589738332758146,0.06762215978294188,5,0,0.00946969696969697,-1,False,False,False
3,21,0,1,0,0,0,0.1744829082581222,0.05195303227504025,-0.001610754579487283,6,0,0.005681818181818182,-1,False,False,False
3,22,0,0,0,1,0,0.0,0.0,-0.10546012612313088,7,1,0.0,1,True,False,False
3,23,0,1,0,0,0,0.2908048470968704,0.3548943829306641,-0.9400175616002122,5,0,0.04734848484848485,-1,False,False,False
3,24,0,0,1,0,0,0.2908048470968704,0.0,-0.8670221841098511,6,0,0.05113636363636364,-1,False,False,False
3,25,0,1,0,0,0,0.2908048470968704,0.10239396342791916,-0.9708715556534947,7,0,0.013257575757575758,-1,False,False,False
3,26,0,1,0,0,0,0.1744829082581222,0.05207699057517617,-1.0401044700159239,8,0,0.007575757575757576,-1,False,False,False
3,27,0,0,0,1,0,0.0,0.0,-1.1439538415595674,9,1,0.0,1,True,False,False
3,28,0,1,0,0,0,0.2908048470968704,0.1319108141334422,-0.9708715556534947,7,0,0.013257575757575758,-1,False,False,False
3,29,0,1,0,0,0,0.1744829082581222,0.06678120365116735,-1.0401044700159239,8,0,0.007575757575757576,-1,False,False,False
3,30,0,0,0,1,0,0.0,0.0,-1.1439538415595674,9,1,0.0,1,True,False,False
3,31,0,1,0,0,0,0.2908048470968704,0.19468761294222559,-0.9708715556534947,7,0,0.013257575757575758,-1,False,False,False
3,32,0,1,0,0,0,0.1744829082581222,0.05932810945501265,-1.0401044700159239,8,0,0.007575757575757576,-1,False,False,False
3,33,0,0,0,1,0,0.0,0.0,-1.1439538415595674,9,1,0.0,1,True,False,False
4,0,1,0,0,0,0,0.0,0.0,0.6336533294249775,0,0,0.0,-1,False,False,False
4,1,0,1,0,0,0,0.2908048470968704,0.14683958310025383,0.1737683527226644,1,0,0.0625,-1,False,False,False
4,2,0,0,1,0,0,0.23264387767749628,0.0,0.17147153132658546,2,0,0.11666666666666667,-1,False,False,False
4,3,0,1,0,0,0,0.1744829082581222,0.09455970034267736,0.06762215978294188,3,0,0.025,-1,False,False,False
4,4,0,1,0,0,0,0.186060740859928,0.05267109796747962,-0.001610754579487283,4,0,0.016666666666666666,-1,False,False,False
4,5,0,0,0,1,0,0.0,0.0,-0.10546012612313088,5,1,0.0,1,True,False,False
4,6,0,1,0,0,0,0.1744829082581222,0.1692479850226846,0.06762215978294188,3,0,0.025,-1,False,False,False
4,7,0,1,0,0,0,0.1744829082581222,0.05661504295342288,-0.001610754579487283,4,0,0.016666666666666666,-1,False,False,False
4,8,0,0,0,1,0,0.0,0.0,-0.10546012612313088,5,1,0.0,1,True,False,False
4,9,0,1,0,0,0,0.23264387767749628,0.3743515238251248,-1.0009551276026534,3,0,0.0875,-1,False,False,False
4,10,0,0,1,0,0,0.2247605267120012,0.0,-0.8670221841098511,4,0,0.1,-1,False,False,False
4,11,0,1,0,0,0,0.1744829082581222,0.1086811661884319,-0.9708715556534947,5,0,0.041666666666666664,-1,False,False,False
4,12,0,1,0,0,0,0.1744829082581222,0.055458094699314446,-1.0401044700159239,6,0,0.025,-1,False,False,False
4,13,0,0,0,1,0,0.0,0.0,-1.1439538415595674,7,1,0.0,1,True,False,False
4,14,0,1,0,0,0,0.18936314941434185,0.16977740422374163,-0.9708715556534947,5,0,0.041666666666666664,-1,False,False,False
4,15,0,1,0,0,0,0.1744829082581222,0.04497396253155557,-1.0401044700159239,6,0,0.025,-1,False,False,False
4,16,0,0,0,1,0,0.0,0.0,-1.1439538415595674,7,1,0.0,1,True,False,False
5,0,1,0,0,0,0,0.0,0.0,0.5346490047921654,0,0,0.0,-1,False,False,False
5,1,0,1,0,0,0,0.2908048470968704,0.43271805993540585,-0.8205750479497841,1,0,0.125,-1,False,False,False
5,2,0,0,1,0,0,0.23642965773883087,0.0,-0.8670221841098511,2,0,0.21428571428571427,-1,False,False,False
5,3,0,1,0,0,0,0.1744829082581222,0.10417119530100151,-0.9708715556534947,3,0,0.10714285714285714,-1,False,False,False
5,4,0,1,0,0,0,0.1744829082581222,0.04865486731910117,-1.0401044700159239,4,0,0.07142857142857142,-1,False,False,False
5,5,0,0,0,1,0,0.0,0.0,-1.1439538415595674,5,1,0.0,1,True,False,False
5,6,0,1,0,0,0,0.1744829082581222,0.1849543272261631,-0.9708715556534947,3,0,0.10714285714285714,-1,False,False,False
5,7,0,1,0,0,0,0.17521627727373598,0.06240372547506342,-1.0401044700159239,4,0,0.07142857142857142,-1,False,False,False
5,8,0,0,0,1,0,0.0,0.0,-1.1439538415595674,5,1,0.0,1,True,False,False
6,0,1,0,0,0,0,0.0,0.0,0.022071775178671073,0,0,0.0,-1,False,False,False
6,1,0,1,0,0,0,0.23264387767749628,0.27621556035138245,-0.8430041386523066,1,0,0.2,-1,False,False,False
6,2,0,0,1,0,0,0.1744829082581222,0.0,-0.8670221841098511,2,0,0.30000000000000004,-1,False,False,False
6,3,0,1,0,0,0,0.1744829082581222,0.11994725558108571,-0.9708715556534947,3,0,0.30000000000000004,-1,False,False,False
6,4,0,1,0,0,0,0.16375729292896846,0.05134956431582285,-1.0401044700159239,4,0,0.2,-1,False,False,False
6,5,0,0,0,1,0,0.0,0.0,-1.1439538415595674,5,1,0.0,1,False,False,True
7,0,1,0,0,0,0,0.0,0.0,0.27928647995433425,0,0,0.0,-1,False,False,False
7,1,0,1,0,0,0,0.23264387767749628,0.005526453785625224,0.26197825136372704,1,0,0.04761904761904762,-1,False,False,False
7,2,0,0,1,0,0,0.23085600052838004,0.0,1.209965246763022,2,0,0.09047619047619049,-1,False,False,False
7,3,0,1,0,0,0,0.23264387767749628,0.11791913074170525,1.106115875219378,3,0,0.014285714285714287,-1,False,False,False
7,4,0,1,0,0,0,0.17192107646074334,0.058288070490141106,1.0368829608569492,4,0,0.009523809523809525,-1,False,False,False
7,5,0,0,0,1,0,0.0,0.0,0.9330335893133054,5,1,0.0,0,True,False,False
7,6,0,1,0,0,0,0.23264387767749628,0.1745587413713214,1.106115875219378,3,0,0.014285714285714287,-1,False,False,False
7,7,0,1,0,0,0,0.1856548337596399,0.0475045734017297,1.0368829608569492,4,0,0.009523809523809525,-1,False,False,False
7,8,0,0,0,1,0,0.0,0.0,0.9330335893133054,5,1,0.0,0,True,False,False
7,9,0,1,0,0,0,0.23926838499300743,0.32738021657934857,0.18464741286805714,3,0,0.08571428571428572,-1,False,False,False
7,10,0,0,1,0,0,0.22012366984640117,0.0,0.17147153132658546,4,0,0.10476190476190478,-1,False,False,False
7,11,0,1,0,0,0,0.23264387767749628,0.10963072444071728,0.06762215978294188,5,0,0.02380952380952381,-1,False,False,False
7,12,0,1,0,0,0,0.17387691232747543,0.047346028738619685,-0.001610754579487283,6,0,0.014285714285714287,-1,False,False,False
7,13,0,0,0,1,0,0.0,0.0,-0.10546012612313088,7,1,0.0,1,True,False,False
7,14,0,1,0,0,0,0.23264387767749628,0.19317437461459308,0.06762215978294188,5,0,0.02380952380952381,-1,False,False,False
7,15,0,1,0,0,0,0.1744829082581222,0.056565495473439406,-0.001610754579487283,6,0,0.014285714285714287,-1,False,False,False
7,16,0,0,0,1,0,0.0,0.0,-0.10546012612313088,7,1,0.0,1,True,False,False
7,17,0,1,0,0,0,0.23264387767749628,0.3332302983040905,-0.872168097283996,5,0,0.04761904761904762,-1,False,False,False
7,18,0,0,1,0,0,0.23264387767749628,0.0,-0.8670221841098511,6,0,0.04285714285714286,-1,False,False,False
7,19,0,1,0,0,0,0.23264387767749628,0.13557588498702794,-0.9708715556534947,7,0,0.03333333333333334,-1,False,False,False
7,20,0,1,0,0,0,0.1744829082581222,0.06799055205084796,-1.0401044700159239,8,0,0.01904761904761905,-1,False,False,False
7,21,0,0,0,1,0,0.0,0.0,-1.1439538415595674,9,1,0.0,1,True,False,False
8,0,1,0,0,0,0,0.0,0.0,0.22770082100477362,0,0,0.0,-1,False,False,False
8,1,0,1,0,0,0,0.2908048470968704,0.014922461438804062,0.18096535849368642,1,0,0.0625,-1,False,False,False
8,2,0,0,1,0,0,0.23686478782618928,0.0,0.17147153132658546,2,0,0.11666666666666667,-1,False,False,False
8,3,0,1,0,0,0,0.1744829082581222,0.11697289071120534,0.06762215978294188,3,0,0.025,-1,False,False,False
8,4,0,1,0,0,0,0.1823344225172161,0.05659811022114343,-0.001610754579487283,4,0,0.016666666666666666,-1,False,False,False
8,5,0,0,0,1,0,0.0,0.0,-0.10546012612313088,5,1,0.0,1,True,False,False
8,6,0,1,0,0,0,0.1744829082581222,0.18066968079583307,0.06762215978294188,3,0,0.025,-1,False,False,False
8,7,0,1,0,0,0,0.1744829082581222,0.06189253271830975,-0.001610754579487283,4,0,0.016666666666666666,-1,False,False,False
8,8,0,0,0,1,0,0.0,0.0,-0.10546012612313088,5,1,0.0,1,True,False,False
8,9,0,1,0,0,0,0.23264387767749628,0.30669990198289887,-0.7890778947890443,3,0,0.0875,-1,False,False,False
8,10,0,0,1,0,0,0.23264387767749628,0.0,-0.8670221841098511,4,0,0.1,-1,False,False,False
8,11,0,1,0,0,0,0.1623722894781763,0.11004442273038662,-0.9708715556534947,5,0,0.041666666666666664,-1,False,False,False
8,12,0,1,0,0,0,0.16915418460206094,0.04887985838322859,-1.0401044700159239,6,0,0.025,-1,False,False,False
8,13,0,0,0,1,0,0.0,0.0,-1.1439538415595674,7,1,0.0,1,True,False,False
8,14,0,1,0,0,0,0.1744829082581222,0.14863023203621015,-0.9708715556534947,5,0,0.041666666666666664,-1,False,False,False
8,15,0,1,0,0,0,0.1744829082581222,0.060294534733086595,-1.0401044700159239,6,0,0.025,-1,False,False,False
8,16,0,0,0,1,0,0.0,0.0,-1.1439538415595674,7,1,0.0,1,True,False,False
9,0,1,0,0,0,0,0.0,0.0,-0.16704736961779307,0,0,0.0,-1,False,False,False
9,1,0,1,0,0,0,0.28681289850227404,0.1929207053029273,-0.7712532124187536,1,0,0.125,-1,False,False,False
9,2,0,0,1,0,0,0.23264387767749628,0.0,-0.8670221841098511,2,0,0.21428571428571427,-1,False,False,False
9,3,0,1,0,0,0,0.22919716225784426,0.10131727146322533,-0.9708715556534947,3,0,0.10714285714285714,-1,False,False,False
9,4,0,1,0,0,0,0.1744829082581222,0.06195935827922094,-1.0401044700159239,4,0,0.07142857142857142,-1,False,False,False
9,5,0,0,0,1,0,0.0,0.0,-1.1439538415595674,5,1,0.0,1,True,False,False
9,6,0,1,0,0,0,0.23264387767749628,0.140014009447622,-0.9708715556534947,3,0,0.10714285714285714,-1,False,False,False
9,7,0,1,0,0,0,0.1744829082581222,0.05704217636625941,-1.0401044700159239,4,0,0.07142857142857142,-1,False,False,False
9,8,0,0,0,1,0,0.0,0.0,-1.1439538415595674,5,1,0.0,1,True,False,False
10,0,1,0,0,0,0,0.0,0.0,0.41594111722132304,0,0,0.0,-1,False,False,False
10,1,0,1,0,0,0,0.23264387767749628,0.07866507630642819,0.16957098989831185,1,0,0.05263157894736842,-1,False,False,False
10,2,0,0,1,0,0,0.1744829082581222,0.0,0.17147153132658546,2,0,0.09941520467836257,-1,False,False,False
10,3,0,1,0,0,0,0.1744829082581222,0.1109635962381679,0.06762215978294188,3,0,0.017543859649122806,-1,False,False,False
10,4,0,1,0,0,0,0.1744829082581222,0.050959620095103915,-0.001610754579487283,4,0,0.011695906432748537,-1,False,False,False
10,5,0,0,0,1,0,0.0,0.0,-0.10546012612313088,5,1,0.0,1,False,True,False
10,6,0,1,0,0,0,0.1744829082581222,0.1796898681538206,0.06762215978294188,3,0,0.017543859649122806,-1,False,False,False
10,7,0,1,0,0,0,0.1744829082581222,0.05630602582509078,-0.001610754579487283,4,0,0.011695906432748537,-1,False,False,False
10,8,0,0,0,1,0,0.0,0.0,-0.10546012612313088,5,1,0.0,1,False,True,False
10,9,0,1,0,0,0,0.1744829082581222,0.2460278553294755,0.06762215978294188,3,0,0.017543859649122806,-1,False,False,False
10,10,0,1,0,0,0,0.1744829082581222,0.066752305928406,-0.001610754579487283,4,0,0.011695906432748537,-1,False,False,False
10,11,0,0,0,1,0,0.0,0.0,-0.10546012612313088,5,1,0.0,1,False,True,False
10,12,0,1,0,0,0,0.1744829082581222,0.291741451530089,-0.7422297187540005,3,0,0.06140350877192982,-1,False,False,False
10,13,0,0,1,0,0,0.1744829082581222,0.0,-0.8670221841098511,4,0,0.07017543859649122,-1,False,False,False
10,14,0,1,0,0,0,0.1744829082581222,0.12072931699104555,-0.9708715556534947,5,0,0.029239766081871343,-1,False,False,False
10,15,0,1,0,0,0,0.1744829082581222,0.04967485172868798,-1.0401044700159239,6,0,0.017543859649122806,-1,False,False,False
10,16,0,0,0,1,0,0.0,0.0,-1.1439538415595674,7,1,0.0,1,False,True,False
10,17,0,1,0,0,0,0.1744829082581222,0.17011836272331535,-0.9708715556534947,5,0,0.029239766081871343,-1,False,False,False
10,18,0,1,0,0,0,0.1744829082581222,0.05803041589120718,-1.0401044700159239,6,0,0.017543859649122806,-1,False,False,False
10,19,0,0,0,1,0,0.0,0.0,-1.1439538415595674,7,1,0.0,1,False,True,False
11,0,1,0,0,0,0,0.0,0.0,0.412301103832915,0,0,0.0,-1,False,False,False
11,1,0,1,0,0,0,0.23264387767749628,0.07747834690616559,0.1696476788531618,1,0,0.0625,-1,False,False,False
11,2,0,0,1,0,0,0.23264387767749628,0.0,0.17147153132658546,2,0,0.11666666666666667,-1,False,False,False
11,3,0,1,0,0,0,0.23264387767749628,0.11342897486535394,0.06762215978294188,3,0,0.025,-1,False,False,False
11,4,0,1,0,0,0,0.1744829082581222,0.059300214160730134,-0.001610754579487283,4,0,0.016666666666666666,-1,False,False,False
11,5,0,0,0,1,0,0.0,0.0,-0.10546012612313088,5,1,0.0,1,True,False,False
11,6,0,1,0,0,0,0.23264387767749628,0.1782115154865578,0.06762215978294188,3,0,0.025,-1,False,False,False
11,7,0,1,0,0,0,0.1744829082581222,0.07215999047261859,-0.001610754579487283,4,0,0.016666666666666666,-1,False,False,False
11,8,0,0,0,1,0,0.0,0.0,-0.10546012612313088,5,1,0.0,1,True,False,False
11,9,0,1,0,0,0,0.23264387767749628,0.36191737617587405,-0.9620127826214321,3,0,0.0875,-1,False,False,False
11,10,0,0,1,0,0,0.23264387767749628,0.0,-0.8670221841098511,4,0,0.1,-1,False,False,False
11,11,0,1,0,0,0,0.23264387767749628,0.08920540703075161,-0.9708715556534947,5,0,0.041666666666666664,-1,False,False,False
11,12,0,1,0,0,0,0.1744829082581222,0.06154959056901854,-1.0401044700159239,6,0,0.025,-1,False,False,False
11,13,0,0,0,1,0,0.0,0.0,-1.1439538415595674,7,1,0.0,1,True,False,False
11,14,0,1,0,0,0,0.23264387767749628,0.1449185554334953,-0.9708715556534947,5,0,0.041666666666666664,-1,False,False,False
11,15,0,1,0,0,0,0.172009658785446,0.05761831174288757,-1.0401044700159239,6,0,0.025,-1,False,False,False
11,16,0,0,0,1,0,0.0,0.0,-1.1439538415595674,7,1,0.0,1,True,False,False
12,0,1,0,0,0,0,0.0,0.0,-0.14268891296339523,0,0,0.0,-1,False,False,False
12,1,0,1,0,0,0,0.23264387767749628,0.005526453785625224,-0.15999714155400246,1,0,0.03703703703703704,-1,False,False,False
12,2,0,0,1,0,0,0.1744829082581222,0.0,1.209965246763022,2,0,0.07122507122507123,-1,False,False,False
12,3,0,1,0,0,0,0.1744829082581222,0.11170582061773753,1.106115875219378,3,0,0.008547008547008548,-1,False,False,False
12,4,0,1,0,0,0,0.1744829082581222,0.0580139164518898,1.0368829608569492,4,0,0.005698005698005698,-1,False,False,False
12,5,0,0,0,1,0,0.0,0.0,0.9330335893133054,5,1,0.0,0,True,False,False
12,6,0,1,0,0,0,0.1744829082581222,0.17464065350090013,1.106115875219378,3,0,0.008547008547008548,-1,False,False,False
12,7,0,1,0,0,0,0.1744829082581222,0.05834136254725082,1.0368829608569492,4,0,0.005698005698005698,-1,False,False,False
12,8,0,0,0,1,0,0.0,0.0,0.9330335893133054,5,1,0.0,0,True,False,False
12,9,0,1,0,0,0,0.18562891321497701,0.1804787625143035,1.106115875219378,3,0,0.008547008547008548,-1,False,False,False
12,10,0,1,0,0,0,0.1744829082581222,0.04052777687337237,1.0368829608569492,4,0,0.005698005698005698,-1,False,False,False
12,11,0,0,0,1,0,0.0,0.0,0.9330335893133054,5,1,0.0,0,True,False,False
12,12,0,1,0,0,0,0.1744829082581222,0.32782215139216947,0.18326332298706544,3,0,0.06410256410256411,-1,False,False,False
12,13,0,0,1,0,0,0.1744829082581222,0.0,0.17147153132658546,4,0,0.07977207977207977,-1,False,False,False
12,14,0,1,0,0,0,0.1744829082581222,0.10371469423368689,0.06762215978294188,5,0,0.014245014245014245,-1,False,False,False
12,15,0,1,0,0,0,0.1744829082581222,0.052737740257705015,-0.001610754579487283,6,0,0.008547008547008548,-1,False,False,False
12,16,0,0,0,1,0,0.0,0.0,-0.10546012612313088,7,1,0.0,0,True,False,False
12,17,0,1,0,0,0,0.1878468258049149,0.15098288163429968,0.06762215978294188,5,0,0.014245014245014245,-1,False,False,False
12,18,0,1,0,0,0,0.1744829082581222,0.05924286815200548,-0.001610754579487283,6,0,0.008547008547008548,-1,False,False,False
12,19,0,0,0,1,0,0.0,0.0,-0.10546012612313088,7,1,0.0,0,True,False,False
12,20,0,1,0,0,0,0.1692933560298881,0.3339118219597489,-0.874302552339555,5,0,0.04985754985754986,-1,False,False,False
12,21,0,0,1,0,0,0.1744829082581222,0.0,-0.8670221841098511,6,0,0.05128205128205129,-1,False,False,False
12,22,0,1,0,0,0,0.1744829082581222,0.11605770790970443,-0.9708715556534947,7,0,0.019943019943019943,-1,False,False,False
12,23,0,1,0,0,0,0.1744829082581222,0.06336097461726456,-1.0401044700159239,8,0,0.011396011396011397,-1,False,False,False
12,24,0,0,0,1,0,0.0,0.0,-1.1439538415595674,9,1,0.0,1,True,False,False
12,25,0,1,0,0,0,0.1744829082581222,0.18437119220810988,-0.9708715556534947,7,0,0.019943019943019943,-1,False,False,False
12,26,0,1,0,0,0,0.1744829082581222,0.05438518687021262,-1.0401044700159239,8,0,0.011396011396011397,-1,False,False,False
12,27,0,0,0,1,0,0.0,0.0,-1.1439538415595674,9,1,0.0,1,True,False,False
13,0,1,0,0,0,0,0.0,0.0,0.06825164537802755,0,0,0.0,-1,False,False,False
13,1,0,1,0,0,0,0.2908048470968704,0.005526453785625224,0.05094341678742034,1,0,0.030303030303030304,-1,False,False,False
13,2,0,0,1,0,0,0.1744829082581222,0.0,1.209965246763022,2,0,0.058712121212121215,-1,False,False,False
13,3,0,1,0,0,0,0.23264387767749628,0.1161054986787735,1.106115875219378,3,0,0.005681818181818182,-1,False,False,False
