graph_id,src_id,dst_id,feat_length_m,feat_nominal_diameter_mm,feat_fitting_loss_factor
3,28,29,0.1319108141334422,0.2908048470968704,0.0
3,29,30,0.06678120365116735,0.1744829082581222,0.0
3,31,32,0.19468761294222559,0.2908048470968704,0.0
3,32,33,0.05932810945501265,0.1744829082581222,0.0
4,0,1,0.0,0.2908048470968704,0.0
4,1,2,0.14683958310025383,0.2908048470968704,0.0
4,2,3,0.0,0.23264387767749628,1.5745608456981899
4,2,6,0.0,0.23264387767749628,1.5745608456981899
4,2,9,0.0,0.23264387767749628,1.5745608456981899
4,3,4,0.09455970034267736,0.1744829082581222,0.0
4,4,5,0.05267109796747962,0.186060740859928,0.0
4,6,7,0.1692479850226846,0.1744829082581222,0.0
4,7,8,0.05661504295342288,0.1744829082581222,0.0
4,9,10,0.3743515238251248,0.23264387767749628,0.0
4,10,11,0.0,0.2247605267120012,1.989307721989294
4,10,14,0.0,0.2247605267120012,1.989307721989294
4,11,12,0.1086811661884319,0.1744829082581222,0.0
4,12,13,0.055458094699314446,0.1744829082581222,0.0
4,14,15,0.16977740422374163,0.18936314941434185,0.0
4,15,16,0.04497396253155557,0.1744829082581222,0.0
5,0,1,0.0,0.2908048470968704,0.0
5,1,2,0.43271805993540585,0.2908048470968704,0.0
5,2,3,0.0,0.23642965773883087,1.6769360651056668
5,2,6,0.0,0.23642965773883087,1.6769360651056668
5,3,4,0.10417119530100151,0.1744829082581222,0.0
5,4,5,0.04865486731910117,0.1744829082581222,0.0
5,6,7,0.1849543272261631,0.1744829082581222,0.0
5,7,8,0.06240372547506342,0.17521627727373598,0.0
6,0,1,0.0,0.23264387767749628,0.0
6,1,2,0.27621556035138245,0.23264387767749628,0.0
6,2,3,0.0,0.1744829082581222,2.032364471498078
6,3,4,0.11994725558108571,0.1744829082581222,0.0
6,4,5,0.05134956431582285,0.16375729292896846,0.0
7,0,1,0.0,0.23264387767749628,0.0
7,1,2,0.005526453785625224,0.23264387767749628,0.0
7,2,3,0.0,0.23085600052838004,1.83786951987472
7,2,6,0.0,0.23085600052838004,1.83786951987472
7,2,9,0.0,0.23085600052838004,1.83786951987472
7,3,4,0.11791913074170525,0.23264387767749628,0.0
7,4,5,0.058288070490141106,0.17192107646074334,0.0
7,6,7,0.1745587413713214,0.23264387767749628,0.0
7,7,8,0.0475045734017297,0.1856548337596399,0.0
7,9,10,0.32738021657934857,0.23926838499300743,0.0
7,10,11,0.0,0.22012366984640117,1.741831115271745
7,10,14,0.0,0.22012366984640117,1.741831115271745
7,10,17,0.0,0.22012366984640117,1.741831115271745
7,11,12,0.10963072444071728,0.23264387767749628,0.0
7,12,13,0.047346028738619685,0.17387691232747543,0.0
7,14,15,0.19317437461459308,0.23264387767749628,0.0
7,15,16,0.056565495473439406,0.1744829082581222,0.0
7,17,18,0.3332302983040905,0.23264387767749628,0.0
7,18,19,0.0,0.23264387767749628,1.9315759929437515
7,19,20,0.13557588498702794,0.23264387767749628,0.0
7,20,21,0.06799055205084796,0.1744829082581222,0.0
8,0,1,0.0,0.2908048470968704,0.0
8,1,2,0.014922461438804062,0.2908048470968704,0.0
8,2,3,0.0,0.23686478782618928,1.9163256446470824
8,2,6,0.0,0.23686478782618928,1.9163256446470824
8,2,9,0.0,0.23686478782618928,1.9163256446470824
8,3,4,0.11697289071120534,0.1744829082581222,0.0
8,4,5,0.05659811022114343,0.1823344225172161,0.0
8,6,7,0.18066968079583307,0.1744829082581222,0.0
8,7,8,0.06189253271830975,0.1744829082581222,0.0
8,9,10,0.30669990198289887,0.23264387767749628,0.0
8,10,11,0.0,0.23264387767749628,1.6214380981614227
8,10,14,0.0,0.23264387767749628,1.6214380981614227
8,11,12,0.11004442273038662,0.1623722894781763,0.0
8,12,13,0.04887985838322859,0.16915418460206094,0.0
8,14,15,0.14863023203621015,0.1744829082581222,0.0
8,15,16,0.060294534733086595,0.1744829082581222,0.0
9,0,1,0.0,0.28681289850227404,0.0
9,1,2,0.1929207053029273,0.28681289850227404,0.0
9,2,3,0.0,0.23264387767749628,1.807030065588442
9,2,6,0.0,0.23264387767749628,1.807030065588442
9,3,4,0.10131727146322533,0.22919716225784426,0.0
9,4,5,0.06195935827922094,0.1744829082581222,0.0
9,6,7,0.140014009447622,0.23264387767749628,0.0
9,7,8,0.05704217636625941,0.1744829082581222,0.0
10,0,1,0.0,0.23264387767749628,0.0
10,1,2,0.07866507630642819,0.23264387767749628,0.0
10,2,3,0.0,0.1744829082581222,1.784948744877266
10,2,6,0.0,0.1744829082581222,1.784948744877266
10,2,9,0.0,0.1744829082581222,1.784948744877266
10,2,12,0.0,0.1744829082581222,1.784948744877266
10,3,4,0.1109635962381679,0.1744829082581222,0.0
10,4,5,0.050959620095103915,0.1744829082581222,0.0
10,6,7,0.1796898681538206,0.1744829082581222,0.0
10,7,8,0.05630602582509078,0.1744829082581222,0.0
10,9,10,0.2460278553294755,0.1744829082581222,0.0
10,10,11,0.066752305928406,0.1744829082581222,0.0
10,12,13,0.291741451530089,0.1744829082581222,0.0
10,13,14,0.0,0.1744829082581222,1.5622350552693494
10,13,17,0.0,0.1744829082581222,1.5622350552693494
10,14,15,0.12072931699104555,0.1744829082581222,0.0
10,15,16,0.04967485172868798,0.1744829082581222,0.0
10,17,18,0.17011836272331535,0.1744829082581222,0.0
10,18,19,0.05803041589120718,0.1744829082581222,0.0
11,0,1,0.0,0.23264387767749628,0.0
11,1,2,0.07747834690616559,0.23264387767749628,0.0
11,2,3,0.0,0.23264387767749628,1.639446377320235
11,2,6,0.0,0.23264387767749628,1.639446377320235
11,2,9,0.0,0.23264387767749628,1.639446377320235
11,3,4,0.11342897486535394,0.23264387767749628,0.0
11,4,5,0.059300214160730134,0.1744829082581222,0.0
11,6,7,0.1782115154865578,0.23264387767749628,0.0
11,7,8,0.07215999047261859,0.1744829082581222,0.0
11,9,10,0.36191737617587405,0.23264387767749628,0.0
11,10,11,0.0,0.23264387767749628,2.0654148185285317
11,10,14,0.0,0.23264387767749628,2.0654148185285317
11,11,12,0.08920540703075161,0.23264387767749628,0.0
11,12,13,0.06154959056901854,0.1744829082581222,0.0
11,14,15,0.1449185554334953,0.23264387767749628,0.0
11,15,16,0.05761831174288757,0.172009658785446,0.0
12,0,1,0.0,0.23264387767749628,0.0
12,1,2,0.005526453785625224,0.23264387767749628,0.0
12,2,3,0.0,0.1744829082581222,1.9691595055187403
12,2,6,0.0,0.1744829082581222,1.9691595055187403
12,2,9,0.0,0.1744829082581222,1.9691595055187403
12,2,12,0.0,0.1744829082581222,1.9691595055187403
12,3,4,0.11170582061773753,0.1744829082581222,0.0
12,4,5,0.0580139164518898,0.1744829082581222,0.0
12,6,7,0.17464065350090013,0.1744829082581222,0.0
12,7,8,0.05834136254725082,0.1744829082581222,0.0
12,9,10,0.1804787625143035,0.18562891321497701,0.0
12,10,11,0.04052777687337237,0.1744829082581222,0.0
12,12,13,0.32782215139216947,0.1744829082581222,0.0
12,13,14,0.0,0.1744829082581222,1.5878582581642415
12,13,17,0.0,0.1744829082581222,1.5878582581642415
12,13,20,0.0,0.1744829082581222,1.5878582581642415
12,14,15,0.10371469423368689,0.1744829082581222,0.0
12,15,16,0.052737740257705015,0.1744829082581222,0.0
12,17,18,0.15098288163429968,0.1878468258049149,0.0
12,18,19,0.05924286815200548,0.1744829082581222,0.0
12,20,21,0.3339118219597489,0.1692933560298881,0.0
12,21,22,0.0,0.1744829082581222,2.0149108200197943
12,21,25,0.0,0.1744829082581222,2.0149108200197943
12,22,23,0.11605770790970443,0.1744829082581222,0.0
12,23,24,0.06336097461726456,0.1744829082581222,0.0
12,25,26,0.18437119220810988,0.1744829082581222,0.0
12,26,27,0.05438518687021262,0.1744829082581222,0.0
13,0,1,0.0,0.2908048470968704,0.0
13,1,2,0.005526453785625224,0.2908048470968704,0.0
13,2,3,0.0,0.1744829082581222,1.7412243664912241
13,2,6,0.0,0.1744829082581222,1.7412243664912241
13,2,9,0.0,0.1744829082581222,1.7412243664912241
13,2,12,0.0,0.1744829082581222,1.7412243664912241
13,3,4,0.1161054986787735,0.23264387767749628,0.0
13,4,5,0.052333496200644376,0.17609780625760862,0.0
13,6,7,0.17410465859004434,0.21762642282205738,0.0
13,7,8,0.04960777394924986,0.1744829082581222,0.0
13,9,10,0.22878700265914167,0.23264387767749628,0.0
13,10,11,0.05973699086280628,0.1744829082581222,0.0
13,12,13,0.3178358126597591,0.1744829082581222,0.0
13,13,14,0.0,0.16609993241322124,1.9904339351732134
13,13,17,0.0,0.16609993241322124,1.9904339351732134
13,13,20,0.0,0.16609993241322124,1.9904339351732134
13,13,23,0.0,0.16609993241322124,1.9904339351732134
13,14,15,0.10482091385479823,0.23264387767749628,0.0
13,15,16,0.04850670295790791,0.16573945839359364,0.0
13,17,18,0.18001681124310445,0.23264387767749628,0.0
13,18,19,0.05228674830565195,0.1744829082581222,0.0
13,20,21,0.2583151042702794,0.23264387767749628,0.0
13,21,22,0.056221461723690504,0.18291281296119907,0.0
13,23,24,0.3252136220686159,0.1744829082581222,0.0
13,24,25,0.0,0.15914184606390314,1.5403101012308615
13,24,28,0.0,0.15914184606390314,1.5403101012308615
13,24,31,0.0,0.15914184606390314,1.5403101012308615
13,25,26,0.0794114853513804,0.23264387767749628,0.0
13,26,27,0.05957014389397691,0.1744829082581222,0.0
13,28,29,0.1465109804073099,0.23264387767749628,0.0
13,29,30,0.060964553749762215,0.1744829082581222,0.0
13,31,32,0.2120214729228492,0.23264387767749628,0.0
13,32,33,0.04495761850601078,0.1577811293996026,0.0
14,0,1,0.0,0.2908048470968704,0.0
14,1,2,0.46382188505096034,0.2908048470968704,0.0
14,2,3,0.0,0.23264387767749628,1.769861761125222
14,2,6,0.0,0.23264387767749628,1.769861761125222
14,3,4,0.11294967303452598,0.23264387767749628,0.0
14,4,5,0.05257517378610069,0.1584780136491735,0.0
14,6,7,0.1811713475895333,0.23264387767749628,0.0
14,7,8,0.0530024377964807,0.1744829082581222,0.0
15,0,1,0.0,0.23264387767749628,0.0
15,1,2,0.2205801185889138,0.23264387767749628,0.0
15,2,3,0.0,0.1744829082581222,1.8746408650521182
15,2,6,0.0,0.1744829082581222,1.8746408650521182
15,3,4,0.11151276807993975,0.23831922496324362,0.0
15,4,5,0.05480154622111905,0.1744829082581222,0.0
15,6,7,0.16960255864823034,0.23264387767749628,0.0
15,7,8,0.050159772389006305,0.1744829082581222,0.0
16,0,1,0.0,0.2908048470968704,0.0
16,1,2,0.005526453785625224,0.2908048470968704,0.0
16,2,3,0.0,0.1744829082581222,1.9334384309823456
16,2,6,0.0,0.1744829082581222,1.9334384309823456
16,2,9,0.0,0.1744829082581222,1.9334384309823456
16,2,12,0.0,0.1744829082581222,1.9334384309823456
16,3,4,0.12330497440039992,0.22798687604336118,0.0
16,4,5,0.05687157001484951,0.1744829082581222,0.0
16,6,7,0.14381312430825918,0.23264387767749628,0.0
16,7,8,0.05229752951982184,0.1744829082581222,0.0
16,9,10,0.21429827799103718,0.23264387767749628,0.0
16,10,11,0.05457673817176249,0.1744829082581222,0.0
16,12,13,0.339843496408694,0.1744829082581222,0.0
16,13,14,0.0,0.1744829082581222,1.7901707060241694
16,13,17,0.0,0.1744829082581222,1.7901707060241694
16,13,20,0.0,0.1744829082581222,1.7901707060241694
16,13,23,0.0,0.1744829082581222,1.7901707060241694
16,14,15,0.12081586744023967,0.24618212951802404,0.0
16,15,16,0.05063817604443312,0.1744829082581222,0.0
16,17,18,0.16121141589162893,0.23264387767749628,0.0
16,18,19,0.05557905593397479,0.1744829082581222,0.0
16,20,21,0.20890160679005,0.2171951409141739,0.0
16,21,22,0.06193203003995374,0.1744829082581222,0.0
16,23,24,0.30904148003579834,0.1744829082581222,0.0
16,24,25,0.0,0.1744829082581222,1.6256613155635
16,24,28,0.0,0.1744829082581222,1.6256613155635
16,24,31,0.0,0.1744829082581222,1.6256613155635
16,25,26,0.12871427058451088,0.23264387767749628,0.0
16,26,27,0.04778264627925751,0.1744829082581222,0.0
16,28,29,0.15661644909827735,0.23264387767749628,0.0
16,29,30,0.06311755960581801,0.16992818243415397,0.0
16,31,32,0.3525062839008876,0.17503253680595923,0.0
16,32,33,0.0,0.1744829082581222,1.6390275039546032
16,32,36,0.0,0.1744829082581222,1.6390275039546032
16,33,34,0.12035843395140573,0.23933012748733395,0.0
16,34,35,0.04697859525701836,0.1744829082581222,0.0
16,36,37,0.19526294841600472,0.214852049114388,0.0
16,37,38,0.05158126807618019,0.16094912028163988,0.0
17,0,1,0.0,0.2908048470968704,0.0
17,1,2,0.10858842810930498,0.2908048470968704,0.0
17,2,3,0.0,0.19100167859403583,1.7095925565048817
17,2,6,0.0,0.19100167859403583,1.7095925565048817
17,2,9,0.0,0.19100167859403583,1.7095925565048817
17,3,4,0.12629744964051434,0.23264387767749628,0.0
17,4,5,0.05850260034818955,0.1744829082581222,0.0
17,6,7,0.16978410145201447,0.23264387767749628,0.0
17,7,8,0.05897979560583615,0.1744829082581222,0.0
17,9,10,0.2963532460351153,0.1744829082581222,0.0
17,10,11,0.0,0.16498616150026138,1.9662902635104167
17,11,12,0.11387946341018346,0.24782532840167734,0.0
17,12,13,0.06492941815993739,0.1744829082581222,0.0
18,0,1,0.0,0.2908048470968704,0.0
18,1,2,0.1346297249844197,0.2908048470968704,0.0
18,2,3,0.0,0.1744829082581222,1.8749052057701625
18,2,6,0.0,0.1744829082581222,1.8749052057701625
18,2,9,0.0,0.1744829082581222,1.8749052057701625
18,3,4,0.1070436154614747,0.1744829082581222,0.0
18,4,5,0.06309956250089138,0.1744829082581222,0.0
18,6,7,0.16599344358712137,0.1744829082581222,0.0
18,7,8,0.06727933933502317,0.1744829082581222,0.0
18,9,10,0.24997813818093187,0.1744829082581222,0.0
18,10,11,0.0,0.17095441752431348,1.7470908064816417
18,11,12,0.09126402154405533,0.1744829082581222,0.0
18,12,13,0.04521134998196033,0.1744829082581222,0.0
19,0,1,0.0,0.2911291697149976,0.0
19,1,2,0.005526453785625224,0.2911291697149976,0.0
19,2,3,0.0,0.1744829082581222,1.8525096795083407
19,2,6,0.0,0.1744829082581222,1.8525096795083407
19,2,9,0.0,0.1744829082581222,1.8525096795083407
19,2,12,0.0,0.1744829082581222,1.8525096795083407
19,3,4,0.09993503551807413,0.18216740991520197,0.0
19,4,5,0.04992139933906121,0.1744829082581222,0.0
19,6,7,0.15983427869160832,0.1744829082581222,0.0
19,7,8,0.04880054273943705,0.1744829082581222,0.0
19,9,10,0.21666272639052345,0.1744829082581222,0.0
19,10,11,0.06915095460081996,0.1744829082581222,0.0
19,12,13,0.30748892373567627,0.1744829082581222,0.0
19,13,14,0.0,0.1744829082581222,2.0312579098798977
19,13,17,0.0,0.1744829082581222,2.0312579098798977
19,13,20,0.0,0.1744829082581222,2.0312579098798977
19,14,15,0.11776937247857724,0.1744829082581222,0.0
19,15,16,0.04531147351804095,0.1744829082581222,0.0
19,17,18,0.1663244401802154,0.1744829082581222,0.0
19,18,19,0.0596359341434007,0.1744829082581222,0.0
19,20,21,0.34740687436588785,0.1869741703279695,0.0
19,21,22,0.0,0.1744829082581222,1.9848250225578854
19,21,25,0.0,0.1744829082581222,1.9848250225578854
19,22,23,0.11057634975591679,0.1744829082581222,0.0
19,23,24,0.05620006647075122,0.1744829082581222,0.0
19,25,26,0.16181703567903724,0.16283612245072757,0.0
19,26,27,0.051131497072855366,0.1744829082581222,0.0
20,0,1,0.0,0.23264387767749628,0.0
20,1,2,0.005526453785625224,0.23264387767749628,0.0
20,2,3,0.0,0.23264387767749628,1.7100911956042302
20,2,6,0.0,0.23264387767749628,1.7100911956042302
20,2,9,0.0,0.23264387767749628,1.7100911956042302
20,2,12,0.0,0.23264387767749628,1.7100911956042302
20,3,4,0.1159366435694658,0.23264387767749628,0.0
20,4,5,0.056048271928676466,0.1744829082581222,0.0
20,6,7,0.17010626925325553,0.23264387767749628,0.0
20,7,8,0.05385434393500226,0.1744829082581222,0.0
20,9,10,0.20471333958469096,0.23264387767749628,0.0
20,10,11,0.0474529477978997,0.19009554371282267,0.0
20,12,13,0.367874568255961,0.23264387767749628,0.0
20,13,14,0.0,0.23264387767749628,2.028611236547564
20,13,17,0.0,0.23264387767749628,2.028611236547564
20,13,20,0.0,0.23264387767749628,2.028611236547564
20,14,15,0.11231917154333661,0.23264387767749628,0.0
20,15,16,0.05451074353917804,0.1693413536380726,0.0
20,17,18,0.18267824753790152,0.23264387767749628,0.0
20,18,19,0.05641683845522075,0.15720983352726975,0.0
20,20,21,0.29946351059311865,0.23264387767749628,0.0
20,21,22,0.0,0.23264387767749628,2.039954638689588
20,21,25,0.0,0.23264387767749628,2.039954638689588
20,22,23,0.11879218364710308,0.23264387767749628,0.0
20,23,24,0.0521790527902842,0.1744829082581222,0.0
20,25,26,0.16483081932809435,0.23264387767749628,0.0
20,26,27,0.05908002541418495,0.1744829082581222,0.0
21,0,1,0.0,0.7560926024518629,0.0
21,1,2,0.6663429382438918,0.7560926024518629,0.0
21,2,3,0.0,0.3400722413439046,1.8446536801258424
21,2,6,0.0,0.3400722413439046,1.8446536801258424
21,2,9,0.0,0.3400722413439046,1.8446536801258424
21,2,12,0.0,0.3400722413439046,1.8446536801258424
21,3,4,0.12137584504906944,0.23264387767749628,0.0
21,4,5,0.06893732198197766,0.23264387767749628,0.0
21,6,7,0.18732009482132586,0.23264387767749628,0.0
21,7,8,0.05363567624252432,0.24698796465393746,0.0
21,9,10,0.1906680203256705,0.23264387767749628,0.0
21,10,11,0.05556709353156479,0.23264387767749628,0.0
21,12,13,0.3415266757380312,0.37223020428399406,0.0
21,13,14,0.0,0.3407885392507605,1.7424420194644656
21,13,17,0.0,0.3407885392507605,1.7424420194644656
21,13,20,0.0,0.3407885392507605,1.7424420194644656
21,14,15,0.11747897494561271,0.23264387767749628,0.0
21,15,16,0.06675457649313718,0.23196701599960196,0.0
21,17,18,0.1941241616433173,0.23442225916269588,0.0
21,18,19,0.04628721717069174,0.23264387767749628,0.0
21,20,21,0.3652787800846554,0.37223020428399406,0.0
21,21,22,0.0,0.37223020428399406,1.7300206564641212
21,21,25,0.0,0.37223020428399406,1.7300206564641212
21,22,23,0.12311023859888526,0.23264387767749628,0.0
21,23,24,0.05140020552801822,0.21763430573487064,0.0
21,25,26,0.1710352605556204,0.23264387767749628,0.0
21,26,27,0.05446579521701397,0.2219798843598464,0.0
22,0,1,0.0,0.2689973757614978,0.0
22,1,2,0.33682294970675364,0.2689973757614978,0.0
22,2,3,0.0,0.1744829082581222,1.6923777222043308
22,3,4,0.11815911847672263,0.1744829082581222,0.0
22,4,5,0.04959334689696604,0.1744829082581222,0.0
23,0,1,0.0,0.23264387767749628,0.0
23,1,2,0.005526453785625224,0.23264387767749628,0.0
23,2,3,0.0,0.23264387767749628,2.055529459689276
23,2,6,0.0,0.23264387767749628,2.055529459689276
23,2,9,0.0,0.23264387767749628,2.055529459689276
23,3,4,0.1212846212542727,0.1744829082581222,0.0
23,4,5,0.050941611637106345,0.17822313506655973,0.0
23,6,7,0.16236911856179137,0.1744829082581222,0.0
23,7,8,0.05934582388284347,0.17316824015073626,0.0
23,9,10,0.34186560227171553,0.21267242344837084,0.0
23,10,11,0.0,0.23264387767749628,2.016018621912501
23,10,14,0.0,0.23264387767749628,2.016018621912501
23,10,17,0.0,0.23264387767749628,2.016018621912501
23,11,12,0.1161687609126994,0.1744829082581222,0.0
23,12,13,0.04538858664026787,0.1654550856821883,0.0
23,14,15,0.16626550756051195,0.1744829082581222,0.0
23,15,16,0.0549183741618431,0.1744829082581222,0.0
23,17,18,0.3462260395795096,0.23264387767749628,0.0
23,18,19,0.0,0.21219883856371569,1.7821447194353286
23,19,20,0.09837359751794392,0.17406623457112702,0.0
23,20,21,0.056542706045304224,0.18502741952511229,0.0
24,0,1,0.0,0.4847526351859403,0.0
24,1,2,0.9387343354120616,0.4847526351859403,0.0
24,2,3,0.0,0.2908048470968704,1.6298909805514836
24,2,6,0.0,0.2908048470968704,1.6298909805514836
24,2,9,0.0,0.2908048470968704,1.6298909805514836
24,3,4,0.11848498647947486,0.23264387767749628,0.0
24,4,5,0.06266794312730437,0.2908048470968704,0.0
24,6,7,0.16173158004343038,0.24080874982860753,0.0
24,7,8,0.06097535756181499,0.2908048470968704,0.0
24,9,10,0.2999144027665044,0.2908048470968704,0.0
24,10,11,0.0,0.2652916642416649,1.830006306351103
24,11,12,0.1094192317972256,0.23264387767749628,0.0
24,12,13,0.054217718000137735,0.2908048470968704,0.0
25,0,1,0.0,0.2908048470968704,0.0
25,1,2,0.3651059150743719,0.2908048470968704,0.0
25,2,3,0.0,0.1744829082581222,1.7001383059445758
25,3,4,0.11870018508589564,0.1744829082581222,0.0
25,4,5,0.049312907324192516,0.1744829082581222,0.0
26,0,1,0.0,0.23264387767749628,0.0
26,1,2,0.005526453785625224,0.23264387767749628,0.0
26,2,3,0.0,0.23264387767749628,1.7656194930451914
26,2,6,0.0,0.23264387767749628,1.7656194930451914
26,2,9,0.0,0.23264387767749628,1.7656194930451914
26,2,12,0.0,0.23264387767749628,1.7656194930451914
26,3,4,0.10813165301090166,0.23264387767749628,0.0
26,4,5,0.05263599582545196,0.1744829082581222,0.0
26,6,7,0.1716907688466404,0.23264387767749628,0.0
26,7,8,0.05126352726154601,0.18839295603583917,0.0
26,9,10,0.26631088403835007,0.23264387767749628,0.0
26,10,11,0.04221517949527201,0.1744829082581222,0.0
26,12,13,0.3614227374117584,0.23264387767749628,0.0
26,13,14,0.0,0.2140285543063671,1.8264925950517297
26,13,17,0.0,0.2140285543063671,1.8264925950517297
26,13,20,0.0,0.2140285543063671,1.8264925950517297
26,13,23,0.0,0.2140285543063671,1.8264925950517297
26,14,15,0.11777857398961854,0.23264387767749628,0.0
26,15,16,0.057578233348099174,0.1744829082581222,0.0
26,17,18,0.15960549893315829,0.23264387767749628,0.0
26,18,19,0.06252406908412698,0.1744829082581222,0.0
26,20,21,0.19669471342237538,0.23264387767749628,0.0
26,21,22,0.05430293534631162,0.1744829082581222,0.0
26,23,24,0.3556955972630257,0.23951625401388973,0.0
26,24,25,0.0,0.24124542313731684,1.787733661156909
26,24,28,0.0,0.24124542313731684,1.787733661156909
26,24,31,0.0,0.24124542313731684,1.787733661156909
26,25,26,0.0958810350232927,0.23264387767749628,0.0
26,26,27,0.05071189722145828,0.1744829082581222,0.0
26,28,29,0.145257355018032,0.23264387767749628,0.0
26,29,30,0.05413754596348395,0.18012179655931213,0.0
26,31,32,0.220256625201092,0.23264387767749628,0.0
26,32,33,0.04980968106627235,0.1744829082581222,0.0
27,0,1,0.0,0.5816096941937408,0.0
27,1,2,0.8964664915747306,0.5816096941937408,0.0
27,2,3,0.0,0.2908048470968704,1.8913982047152869
27,2,6,0.0,0.2908048470968704,1.8913982047152869
27,2,9,0.0,0.2908048470968704,1.8913982047152869
27,2,12,0.0,0.2908048470968704,1.8913982047152869
27,3,4,0.12554602904731715,0.23264387767749628,0.0
27,4,5,0.06769026118795027,0.23264387767749628,0.0
27,6,7,0.1874089129767044,0.23264387767749628,0.0
27,7,8,0.05574812570376596,0.23832548902950923,0.0
27,9,10,0.22996067886695093,0.23264387767749628,0.0
27,10,11,0.05283237124207191,0.23264387767749628,0.0
